Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Raw Counts Cond_50 Replicate 1	Raw Counts Cond_50 Replicate 2	Raw Counts Cond_50 Replicate 3	Normalized Counts Cond_50 Replicate 1	Normalized Counts Cond_50 Replicate 2	Normalized Counts Cond_50 Replicate 3	RPKM Cond_50	Expression Cond_50	Raw Counts Cond_0.1 Replicate 1	Raw Counts Cond_0.1 Replicate 2	Raw Counts Cond_0.1 Replicate 3	Normalized Counts Cond_0.1 Replicate 1	Normalized Counts Cond_0.1 Replicate 2	Normalized Counts Cond_0.1 Replicate 3	RPKM Cond_0.1	Expression Cond_0.1	pValue Cond_50 vs Cond_0.1	qValue Cond_50 vs Cond_0.1
3792353	3792353	3790848	3790139	-		Rv3377c	-	40	72	62	449379	717115	591272	16	389	50	9	107	602338	249258	1000212	15	409	0.09731319117289518	0.48060623507968636
	3793248	3792358		-		Rv3378c	-	0	2	0	8312	23400	7360	0	14	0	0	2	4195	0	21010	0	9	0.604407357597986	1.0
	3794867	3793257		-	dxs2	Rv3379c	-	0	1	0	10669	17508	0	0	5	1	0	0	23177	0	8404	0	6	0.4647315400562443	1.0
	3797437	3796448		-		Rv3382c	-	3	6	2	36414	61728	28023	1	42	4	1	3	57702	46622	30744	1	45	0.26711593260506783	0.7165911627201753
	3798489	3797437		-	idsB	Rv3383c	-	5	14	3	59925	142087	37223	3	75	4	1	11	55295	28336	107500	2	60	0.5256516895026443	0.9908831637969984
	3799635	3799243		-	vapC46	Rv3384c	-	1	4	1	15632	42143	16929	2	63	6	1	5	71320	39868	51968	4	138	0.044427330866358625	0.3249174299987693
	3799943	3799635		-	vapB46	Rv3385c	-	0	0	0	0	4938	0	0	5	0	0	0	0	0	8191	0	8	0.5521345190113452	1.0
	3800092	3800796		+		Rv3386	-	0	0	0	0	0	0	0	0	2	0	0	28541	0	0	0	13	0.0	1.0
	3800786	3801463		+		Rv3387	-	1	1	2	19354	12850	24973	1	28	2	0	1	30811	12520	15851	0	29	0.7293720405951195	1.0
	3801653	3803848		+	PE_PGRS52	Rv3388	-	1	1	0	18672	13299	7308	0	5	1	2	1	16506	69357	15425	0	15	0.05171889336118231	1.0
	3804791	3803919		-	htdY	Rv3389c	-	1	0	0	13833	6285	7833	0	10	1	2	1	12998	61120	15797	0	34	0.025638019630825792	0.23269348472544424
	3804865	3805575		+	lpqD	Rv3390	-	7	14	24	81513	147643	233806	9	217	12	0	8	151719	23393	79468	4	119	0.6711154058087773	1.0
	3805621	3807573		+	acrA1	Rv3391	-	2	8	6	25000	83052	60462	1	28	4	4	9	49312	118121	84308	1	42	0.07183429014046802	0.42771790232042883
	3808437	3807574		-	cmaA1	Rv3392c	-	2	2	8	30459	27946	82439	2	54	2	0	3	23796	0	30425	0	20	0.1593171809866143	0.5956083816623065
	3808461	3809387		+	iunH	Rv3393	-	3	3	4	38275	29854	44584	1	40	0	2	0	7771	78253	2872	0	31	0.4744602219233147	0.9357492447364347
	3811025	3809442		-		Rv3394c	-	0	0	1	1923	6677	16298	0	5	0	0	1	0	20757	15851	0	7	0.24568474720271608	1.0
	3811636	3811022		-		Rv3395c	-	0	1	0	6761	16610	8464	0	17	1	1	1	11829	30313	13457	0	30	0.3854282244975761	0.8462831587093588
	3811719	3812345		+		Rv3395A	-	9	15	13	101923	155499	131493	9	206	4	0	15	50343	0	145159	4	103	0.5579134021787079	1.0
	3814078	3812501		-	guaA	Rv3396c	-	0	0	0	0	0	2996	0	0	3	0	2	44222	0	22340	0	14	2.419004987354957E-71	1.0
	3814998	3814090		-	phyA	Rv3397c	-	0	0	0	0	8641	5993	0	5	0	0	0	7840	0	0	0	2	0.59067652694835	1.0
	3816106	3815027		-	idsA1	Rv3398c	-	1	3	4	17617	30022	38170	1	26	1	2	4	22008	62932	42606	1	39	0.17588727469007137	0.6144867558970706
	3816129	3817175		+		Rv3399	-	2	0	0	30024	0	0	0	9	0	2	0	0	76441	0	0	24	0.0852320200856329	1.0
	3817239	3818027		+		Rv3400	-	0	0	0	5272	0	0	0	2	1	0	1	14786	0	9627	0	10	0.010560482151464776	1.0
	3818042	3820402		+		Rv3401	-	5	3	2	63213	37037	25078	0	17	12	1	5	149381	50741	46648	1	34	0.029368389762961467	0.2557373169419748
	3821891	3820653		-		Rv3402c	-	6	4	6	75930	48484	62513	2	50	9	0	6	109903	0	62446	1	46	0.28088043106004157	0.7329598700768308
	3823863	3822262		-		Rv3403c	-	4	4	2	52605	49046	21030	1	25	3	1	3	46354	42009	30957	0	24	0.31714246018558356	0.7740151117548097
	3824584	3823880		-		Rv3404c	-	8	15	10	96091	151851	100368	7	164	6	2	22	75309	59308	212021	6	163	0.22315554567721774	0.6693185267170778
	3825268	3824702		-		Rv3405c	-	4	2	5	50744	25869	52471	3	75	3	1	3	44704	36408	31010	2	65	0.36239370028217566	0.8248972191470733
	3825330	3826217		+		Rv3406	-	0	2	1	8746	24971	10883	0	16	0	1	0	11485	46457	7712	0	24	0.3346155506632677	1.0
	3826252	3826551		+	vapB47	Rv3407	-	0	0	0	2171	5387	0	0	8	0	0	0	10522	0	1276	0	13	0.5529275030129172	1.0
	3826548	3826958		+	vapC47	Rv3408	-	11	13	9	133064	129180	94006	12	288	6	1	7	78885	36902	73936	5	153	0.6797766143506235	1.0
3828727	3828727	3826991	3826284	-	choD	Rv3409c	-	247	347	321	2747642	3427721	3040904	76	1768	229	108	341	2716299	2838714	3183138	53	1676	0.28601931363267774	0.7356985700569716
	3829910	3828783		-	guaB3	Rv3410c	-	0	7	1	5272	69640	17245	1	27	2	0	5	33700	0	52659	1	25	0.39056195933140514	0.8511078636597574
	3831519	3829930		-	guaB2	Rv3411c	-	3	2	3	33436	28900	36014	0	20	6	3	3	71733	87973	35159	1	40	0.04628448171991921	0.3311654667060219
3831726	3831726	3832136		+		Rv3412	-	12	12	9	142928	123512	90746	12	289	21	4	17	258046	108237	167340	14	432	0.023134729356577222	0.21923560248939966
	3833045	3832146	3831737	-		Rv3413c	-	68	76	91	760732	753086	867350	38	881	62	9	73	741540	237891	687553	22	617	0.4887625320370149	0.9512603491035924
	3833676	3833038		-	sigD	Rv3414c	-	2	3	1	23945	31200	14195	1	36	2	0	1	26341	0	9308	0	18	0.29450231479536126	0.7487194708962478
	3834521	3833694		-		Rv3415c	-	0	1	0	2543	12626	0	0	6	1	0	0	13136	0	0	0	5	0.45866798125606123	1.0
	3834892	3835200		+	whiB3	Rv3416	-	5	4	9	55645	41582	86645	8	198	5	0	7	68982	17792	73244	6	172	0.3331950267230382	0.7907165559546727
	3836891	3835272		-	groEL1	Rv3417c	-	0	7	5	6885	73793	52733	1	27	7	2	6	94291	58484	60000	1	43	0.07836408625856217	0.44160265745211835
3835339			3835483	+	-	predicted RNA	antisense: groEL1	48	85	111	535111	848092	1056203	246	5607	55	15	55	656121	416144	516382	120	3652	0.6937395019577723	1.0
3836133			3836301	+	-	predicted RNA	antisense: groEL1	73	105	149	817307	1042648	1411461	283	6452	82	37	80	978198	983690	752393	162	5353	0.22509790390417328	0.6720064683314436
3836979			3837444	+	-	predicted RNA	antisense: groES	478	656	862	5315384	6482940	8161934	624	14277	1023	517	689	12110385	13557166	6422234	651	22954	0.7192733389467664	1.0
	3837288	3836986		-	groES	Rv3418c	-	0	0	1	0	0	16508	0	18	2	1	4	27854	30642	38191	3	106	5.6882509289568073E-5	0.0014699054728561105
	3838589	3837555		-	gcp	Rv3419c	-	0	0	1	7878	0	10567	0	5	2	0	0	24621	25535	0	0	16	0.11024971760213843	1.0
	3839062	3838586		-	rimI	Rv3420c	-	0	2	1	7878	20819	13249	1	29	0	0	3	0	0	29414	0	20	0.40104588576417005	0.8634352996918666
	3839694	3839059		-		Rv3421c	-	0	0	0	0	0	3943	0	2	3	3	0	37345	90115	0	1	66	9.252426996640152E-158	1.4185953248777205E-155
	3840197	3839691		-		Rv3422c	-	0	0	0	0	0	0	0	0	1	2	0	19532	61285	8138	1	58	1.0	1.0
	3841420	3840194		-	alr	Rv3423c	-	1	0	0	19106	8361	0	0	7	3	4	1	46767	112850	18244	1	48	1.877468770782367E-7	7.532685451372618E-6
3842076	3842076	3841714		-		Rv3424c	-	9	20	19	109429	197643	187697	19	454	9	1	13	114442	28006	126010	9	246	0.6419107566057852	1.0
	3842239	3842769		+	PPE57	Rv3425	-	1	1	1	15756	16947	12986	1	28	2	0	1	25447	0	18457	1	27	0.18621836967379463	0.6248707325431123
	3843036	3843734		+	PPE58	Rv3426	-	0	1	1	620	11840	11566	0	11	0	0	1	0	0	16595	0	7	0.5829561661011773	1.0
	3844640	3843885		-		Rv3427c	-	6	3	10	73200	32884	96845	3	89	3	1	6	40165	34266	56170	1	57	0.9226835431692282	1.0
	3845970	3844738		-		Rv3428c	-	1	3	1	20905	34680	16403	0	19	1	0	3	16093	0	36010	0	14	0.5431913822409848	1.0
3847165	3847165	3847701	3847701	+	PPE59	Rv3429	-	14	25	30	165756	253928	289064	19	439	15	4	28	178335	111532	268510	12	346	0.46534343296718805	0.9240145040370668
	3848805	3847642		-		Rv3430c	-	25	47	25	278039	470202	240904	12	283	17	6	43	201375	170840	409468	8	223	0.5456270064316037	1.0
	3848999	3848844		-		Rv3430a	-	0	0	0	2729	4601	0	0	15	0	0	0	0	16803	7978	1	52	0.09662399619368386	0.4787394098742394
	3851754	3850372		-	gadB	Rv3432c	-	4	2	2	51923	25757	23028	1	24	8	2	6	99518	59802	60585	1	53	0.023935945810513417	0.22143420002513892
	3853213	3851792		-		Rv3433c	-	1	0	2	14267	280	19242	0	7	1	2	2	15061	78088	19361	0	26	0.011897248195738352	1.0
	3853928	3853215		-		Rv3434c	-	7	3	5	87655	35409	49053	3	80	1	0	6	12379	0	64840	1	36	0.35848759354206766	0.8207931941739182
	3854793	3853939		-		Rv3435c	-	1	1	4	14205	14197	42271	1	27	1	0	3	12173	0	33191	0	17	0.8582540719605033	1.0
	3856889	3855015		-	glmS	Rv3436c	-	1	2	5	20161	25196	48527	0	16	1	2	2	22008	65238	18829	0	18	0.29527376780076886	1.0
	3856911	3857387		+		Rv3437	-	2	2	1	24007	27497	16771	2	47	0	1	6	9903	27182	63670	2	70	0.21702370016967054	0.6604656273315155
	3857397	3858239		+		Rv3438	-	9	11	10	105459	116049	102365	5	128	6	1	13	72077	32784	125478	3	91	0.7954043680831863	1.0
	3859662	3858259		-		Rv3439c	-	4	9	4	53225	90628	42113	1	44	6	0	4	74759	21416	39361	1	32	0.6611406901380721	1.0
	3859976	3859665		-		Rv3440c	-	0	1	0	0	10606	0	0	11	0	0	1	0	0	15691	0	16	0.533066963684198	1.0
	3861370	3860024		-	mrsA	Rv3441c	-	0	0	1	8560	0	15509	0	5	2	2	2	29573	76935	26329	0	32	3.491221086825433E-5	9.485957041608597E-4
	3861950	3861495		-	rpsI	Rv3442c	-	0	0	0	0	5667	0	0	4	0	0	1	0	0	10319	0	7	0.5627976217139435	1.0
	3862390	3861947		-	rplM	Rv3443c	-	0	0	0	0	4208	1577	0	4	0	1	0	0	50741	0	0	38	2.458317649960178E-8	1.1109008075030572E-6
	3862926	3862624		-	esxT	Rv3444c	-	0	0	0	8995	0	0	0	9	0	1	2	0	42998	19308	1	68	2.376210039252237E-5	6.720511798103792E-4
	3863264	3862947		-	esxU	Rv3445c	-	0	0	0	0	0	0	0	0	0	0	0	0	4777	0	0	5	0.0	1.0
	3864531	3863317		-		Rv3446c	-	0	0	0	7258	3759	0	0	3	0	4	1	8459	119275	9893	0	37	6.962698081204053E-20	5.244011028527894E-18
	3868238	3864528		-	eccC4	Rv3447c	-	0	7	4	9057	73512	46161	0	11	1	8	4	13961	228665	42180	0	25	0.011646270815245744	1.0
	3868352	3869755		+	eccD4	Rv3448	-	0	0	2	0	0	24079	0	5	0	0	1	0	0	13989	0	3	0.5951691459837039	1.0
	3869752	3871119		+	mycP4	Rv3449	-	7	2	7	79714	21380	70715	1	41	0	0	2	0	23393	26808	0	12	0.036624275569903386	0.2927895996677751
	3872496	3871084		-	eccB4	Rv3450c	-	0	0	0	1116	6902	6519	0	3	3	0	2	36244	0	26808	0	14	0.007325679925195525	1.0
	3872617	3873405		+	cut3	Rv3451	-	2	1	3	24627	13075	29232	1	28	1	1	2	23108	41021	27180	1	38	0.26224807617123697	0.7098556059288275
	3873452	3874132		+	cut4	Rv3452	-	1	0	0	11786	0	7991	0	9	1	0	0	15405	0	6648	0	10	0.47706689222428866	1.0
	3876822	3876052		-	truA	Rv3455c	-	0	2	0	0	19921	52	0	8	0	0	3	10866	0	36595	0	20	0.16824177847171096	1.0
	3877432	3876890		-	rplQ	Rv3456c	-	0	1	0	7196	16554	5310	0	17	0	0	3	0	0	36223	1	22	0.5932356306455538	1.0
3876964			3877397	+	-	predicted RNA	antisense: rplQ	244	300	263	2718300	2967115	2497213	271	6284	279	46	306	3301306	1207248	2850638	200	5652	0.309829015998595	0.7676498524133837
	3878507	3877464		-	rpoA	Rv3457c	-	6	12	11	71960	120370	105573	4	95	5	0	13	69119	0	122340	2	61	0.936694442564548	1.0
3877504			3877758	+	-	predicted RNA	antisense: rpoA	108	139	114	1204094	1373512	1084227	206	4786	108	23	139	1286107	624546	1294202	146	4189	0.18995499699712778	0.6262929009312643
	3879264	3878659		-	rpsD	Rv3458c	-	2	2	3	29218	23344	29652	1	45	0	0	2	9284	25700	24680	0	32	0.5178765169750034	0.9815646301870594
3878813			3878856	+	-	predicted RNA	antisense: rpsD	18	20	16	208250	199887	155047	183	4266	23	7	23	276822	202965	214840	169	5262	0.04033892728026532	0.30823342887775745
3879111			3879161	+	-	predicted RNA	antisense: rpsD	22	28	24	247828	284680	235962	217	5022	30	9	32	358803	247281	298031	193	5909	0.04159771008782002	0.31495409066492297
	3879692	3879273		-	rpsK	Rv3459c	-	0	0	1	0	7912	11934	0	15	0	1	4	0	38056	39414	1	61	0.010406113547645887	0.12478616050291563
	3880070	3879696		-	rpsM	Rv3460c	-	0	0	0	0	4713	2523	0	6	0	0	1	0	2635	14734	0	15	0.9609784582874201	1.0
3879736			3880793	+	-	predicted RNA	antisense: infA rpsM rpmJ	826	1031	973	9181761	10189674	9217139	389	9007	952	328	1235	11262035	8601647	11503510	327	9882	0.4392758487940655	0.8980053423204397
	3880399	3880286		-	rpmJ	Rv3461c	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0
	3880653	3880432		-	infA	Rv3462c	-	0	0	0	0	0	6046	0	9	0	0	0	0	0	5957	0	8	0.4931311085828289	1.0
	3880907	3881764		+		Rv3463	-	3	2	3	38709	23793	28759	1	35	3	1	7	44704	38714	72074	2	60	0.1058524154079008	0.5004674221873548
	3881837	3882832		+	rmlB	Rv3464	-	0	1	0	8746	13131	6887	0	9	2	3	1	25171	95222	18297	1	46	2.0587038198832994E-4	0.004676198676592066
	3882834	3883442		+	rmlC	Rv3465	-	0	0	0	0	0	0	0	0	0	1	0	0	38220	0	0	20	0.0	1.0
	3883525	3884193		+		Rv3466	-	18	17	26	205148	175364	251629	13	314	15	7	19	180192	207907	177287	8	281	0.2570493351192071	0.7042200355244135
	3883964	3884917	3884917	+		Rv3467	-	53	59	101	595595	585746	958990	32	747	76	21	64	904814	562108	600478	23	722	0.12212044218682094	0.5271700651204843
	3886069	3884975		-		Rv3468c	-	7	5	4	79838	53759	44111	2	54	2	0	3	31086	0	28085	0	18	0.08066173946262692	0.44281438300902476
	3887083	3886073		-	mhpE	Rv3469c	-	3	0	0	43920	0	6519	0	16	0	1	5	0	50906	52978	1	34	0.10230634901463688	0.4921144968522259
	3888802	3887144		-	ilvB2	Rv3470c	-	0	0	0	0	7182	0	0	1	2	1	4	28954	26688	43031	0	19	4.506426352989843E-21	1.0
	3889341	3888808		-		Rv3471c	-	0	1	1	9615	19584	9621	1	24	0	0	0	0	0	6968	0	4	0.0022439208679342027	1.0
	3889362	3889868		+		Rv3472	-	0	0	1	8312	6172	9726	0	15	4	0	1	48349	0	18244	1	43	0.07964570921620134	0.44160265745211835
	3890733	3889948		-	bpoA	Rv3473c	-	0	2	2	7630	24915	22292	1	23	0	0	5	11554	0	55212	1	28	0.4628414609412723	0.9219662164635599
3894997			3893981	-	-	predicted RNA	antisense: PPE60 PE31	1504	1512	1390	16702233	14938103	13157833	630	14683	1563	253	1592	18498349	6627347	14827021	462	13094	0.4894968247892083	0.9512946441014355
	3894093	3894389		+	PE31	Rv3477	-	0	2	0	0	22166	0	1	24	1	0	1	16506	0	9308	1	28	0.4788723796706089	0.9404387584290596
	3894426	3895607		+	PPE60	Rv3478	-	1	3	1	17369	35970	14300	0	19	2	0	0	26341	0	9042	0	9	0.3047422931560216	1.0
	3895820	3898885		+		Rv3479	-	46	34	33	518796	337037	315825	5	127	21	7	43	258596	205436	403617	3	94	0.6227708139574175	1.0
3900402	3900402	3898909	3895135	-		Rv3480c	-	93	74	82	1035173	736756	783806	24	570	52	18	82	621733	474958	768882	14	416	0.37053530650174227	0.8322290457396391
	3901182	3900493		-		Rv3481c	-	2	0	0	28784	6060	4363	0	18	0	0	1	5914	0	10851	0	8	0.9547327076539651	1.0
	3902106	3901324		-		Rv3482c	-	1	0	0	11600	7407	6414	0	10	0	0	0	9697	0	1063	0	4	0.9985522609423457	1.0
	3902812	3902150		-		Rv3483c	-	3	4	1	39516	47250	18454	2	52	2	0	2	26822	0	25265	1	26	0.39940683759670975	0.8622063782643006
	3903078	3904616		+		Rv3484	-	40	61	48	449441	603367	459884	14	327	34	3	41	402407	97693	382553	7	191	0.8806821525729035	1.0
	3905566	3904622		-		Rv3485c	-	9	7	8	110483	78843	83017	4	96	9	1	6	109491	49093	65053	2	78	0.5257732940986615	0.9908831637969984
3905208	3905772	3906221	3907506	+		Rv3486	-	134	166	135	1498200	1641975	1284121	141	3277	94	13	142	1117881	355189	1322500	76	2070	0.4288101984478736	0.8906057967763529
	3907007	3906174		-	lipF	Rv3487c	-	0	3	0	6699	33838	946	0	16	1	0	3	21389	24217	36755	1	32	0.14785129701597735	0.5721698844628439
	3907667	3907990		+		Rv3488	-	3	1	0	43114	10662	6519	2	62	2	1	2	25171	30313	25585	2	83	0.289559417605387	0.7421364655402546
	3908072	3908236		+		Rv3489	-	0	0	0	0	0	0	0	0	0	0	0	5845	0	5638	0	23	0.0	1.0
3908365			3908115	-	-	predicted RNA	antisense: Rv3489 otsA	157	251	216	1744106	2486083	2047896	362	8337	149	26	269	1767193	704777	2510478	246	6616	0.28405669425863156	0.7338383540154643
	3908236	3909738		+	otsA	Rv3490	-	10	6	5	116066	63973	54311	2	51	0	1	11	6052	29654	111489	1	32	0.9474619996095976	1.0
3908544			3908468	-	-	predicted RNA	antisense: otsA	33	33	31	368610	333782	299158	186	4335	34	6	45	405845	174629	425797	155	4356	0.13506907363117257	0.5486675380202427
	3909890	3910468		+		Rv3491	-	17	12	13	190818	124523	124185	10	253	7	3	9	92090	90609	84574	4	153	0.8587471054380044	1.0
	3910947	3910465		-		Rv3492c	-	10	14	10	121029	146015	103101	11	255	9	3	17	107496	94892	167021	8	254	0.20366081804589264	0.6433523854827204
	3911675	3910947		-		Rv3493c	-	0	8	3	8622	81705	35594	2	57	1	2	1	18775	54530	18138	1	41	0.7184455423962431	1.0
	3913369	3911675		-	mce4F	Rv3494c	-	1	1	2	20533	16442	21924	0	11	2	0	1	27579	0	14521	0	8	0.6431323961495486	1.0
	3914534	3913380		-	lprN	Rv3495c	-	13	17	19	154280	177272	185488	6	149	11	2	6	138239	57825	64361	2	75	0.5097572610379839	0.9727735919667396
	3915886	3914531		-	mce4D	Rv3496c	-	0	2	3	9491	23232	36172	0	16	3	2	2	39889	58319	24787	0	30	0.12400559466957617	0.5277581473073109
	3916956	3915883		-	mce4C	Rv3497c	-	0	0	1	7816	8866	16561	0	10	6	0	1	74209	0	13776	0	27	0.05950606904122948	0.38385051730193664
	3917998	3916946		-	mce4B	Rv3498c	-	0	3	2	9615	33726	22450	0	20	3	2	5	44222	56013	55585	1	49	0.034900105771435944	0.28538315062242764
	3919200	3917998		-	mce4A	Rv3499c	-	1	5	4	20843	56790	38222	1	32	1	1	3	11966	30148	30691	0	20	0.9338754531271102	1.0
	3920062	3919220		-	yrbE4B	Rv3500c	-	1	2	0	20409	26655	7465	0	21	0	0	8	3988	11861	75265	1	36	0.18962171665090144	0.6259967961346966
	3920861	3920097		-	yrbE4A	Rv3501c	-	1	1	0	21277	16947	0	0	16	0	1	2	7909	30971	23297	0	27	0.31106968562974247	0.7676498524133837
	3922040	3921087		-		Rv3502c	-	1	0	2	19044	0	18927	0	13	0	0	0	0	0	7340	0	2	0.005426394805334798	1.0
	3922256	3922065		-	fdxD	Rv3503c	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0
	3922471	3923673		+	fadE26	Rv3504	-	7	3	12	80397	33950	115247	2	63	5	0	5	63755	21252	51276	1	37	0.9259965917193518	1.0
	3923698	3924819		+	fadE27	Rv3505	-	2	1	1	22766	14758	9726	0	14	3	2	0	44635	68039	0	0	33	0.05741742396096145	0.37747779642328866
	3924890	3926398		+	fadD17	Rv3506	-	1	2	0	13337	26094	0	0	8	1	0	1	14924	0	13563	0	6	0.4059688510880259	1.0
	3926569	3930714		+	PE_PGRS53	Rv3507	-	4	3	1	49627	32996	14458	0	7	9	0	2	111416	21911	27765	0	12	0.1074864444014206	1.0
	3931005	3936710		+	PE_PGRS54	Rv3508	-	1	0	6	17741	0	59516	0	4	4	2	4	47317	71169	42446	0	9	0.05427856281846058	1.0
	3938424	3936877		-	ilvX	Rv3509c	-	8	11	9	98697	115544	86330	2	64	9	7	8	111485	188138	79308	2	81	0.07099326283200105	0.42530375024285716
	3939257	3938421		-		Rv3510c	-	0	0	0	9243	0	8359	0	7	0	0	3	0	19769	28244	0	19	0.11370960320204192	1.0
	3939617	3941761		+	PE_PGRS55	Rv3511	-	0	0	0	8995	7631	0	0	2	1	4	0	17606	130148	0	0	22	2.2533983675125643E-11	1.0
	3943812	3944963		+	PE_PGRS56	Rv3512	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0
	3945748	3945092		-	fadD18	Rv3513c	-	1	0	1	18362	7631	15036	0	20	2	0	1	29711	0	17819	0	24	0.9485731137270392	1.0
	3945794	3950263		+	PE_PGRS57	Rv3514	-	7	0	8	79404	0	78496	0	11	12	11	1	146698	314168	15478	0	35	8.829781496566338E-5	0.0021650688297431713
	3952470	3950824		-	fadD19	Rv3515c	-	0	0	2	0	5218	20977	0	5	3	0	1	39821	18945	17765	0	15	0.05299722959600444	1.0
	3952544	3953335		+	echA19	Rv3516	-	0	1	0	0	16386	7570	0	10	1	0	0	14305	0	0	0	6	0.5931302228311928	1.0
	3953431	3954270		+		Rv3517	-	6	6	3	67555	60549	36593	2	65	3	2	4	43191	77594	42234	1	64	0.2512212841484201	0.7000476650722463
	3955521	3954325		-	cyp142	Rv3518c	-	1	6	5	11414	61728	47318	1	33	2	0	4	35075	20263	41276	0	26	0.4781627094918993	0.9402811619994889
3955524	3955550	3956260	3956284	+		Rv3519	-	33	41	41	372394	414085	396792	24	554	37	7	47	449105	209390	443351	18	516	0.17447636902055627	0.6132013627318913
	3957368	3956325		-		Rv3520c	-	22	41	45	250682	405611	428128	15	346	27	4	39	321595	117298	371489	9	258	0.6581539115567764	1.0
	3957521	3958432		+		Rv3521	-	16	30	19	180955	298653	184490	10	242	19	7	30	225722	191268	285265	8	256	0.085131300450499	0.45533009804613095
	3958448	3959512		+	ltp4	Rv3522	-	7	5	7	81761	57295	69558	2	65	3	0	8	45735	0	75000	1	37	0.8467039779463358	1.0
	3959529	3960713		+	ltp3	Rv3523	-	0	2	1	0	28787	17350	0	12	0	0	0	0	0	1914	0	0	6.207079620391625E-106	1.0
	3960755	3961786		+		Rv3524	-	6	10	6	66811	101964	65194	3	75	2	1	9	28610	36243	89946	1	49	0.842243483503056	1.0
	3962324	3961800		-		Rv3525c	-	6	4	3	69230	41189	31703	3	90	5	0	5	69807	17133	47553	3	85	0.2996248640300508	0.7566409066358871
	3962439	3963599		+	kshA	Rv3526	-	1	0	4	21526	9034	45373	0	21	2	0	2	32462	0	21010	0	15	0.5427550214961904	1.0
	3963605	3964054		+		Rv3527	-	0	0	3	0	9427	32597	1	31	1	0	0	15887	0	8191	0	17	0.6167097726012074	1.0
	3965192	3964479		-		Rv3528c	-	3	0	0	36042	8585	8990	1	25	0	0	0	7771	16144	7127	0	14	0.6191302824962857	1.0
	3967038	3965884		-		Rv3529c	-	0	0	0	6141	7800	8675	0	6	0	0	1	0	0	13085	0	3	0.5944979690347377	1.0
	3967820	3967038		-		Rv3530c	-	1	0	0	12096	0	0	0	5	0	1	0	0	27677	0	0	11	0.6973791094358923	1.0
	3968944	3967817		-		Rv3531c	-	17	30	32	195161	304152	304574	10	237	28	1	32	335694	50576	300159	7	202	0.34261603209044605	0.8025779146778964
	3969343	3970563		+	PPE61	Rv3532	-	2	0	1	26674	8978	11829	0	12	2	3	2	26203	87973	20265	0	36	0.01928620868143983	0.1948133973398146
	3972453	3970705		-	PPE62	Rv3533c	-	3	1	2	34739	11784	21135	0	12	1	1	5	11898	26359	50265	0	16	0.28267412522840746	1.0
	3973592	3972552		-	hsaF	Rv3534c	-	0	0	2	0	0	22239	0	7	2	0	3	31568	0	31010	0	20	0.07980321977880202	1.0
	3974500	3973589		-	hsaG	Rv3535c	-	0	0	0	0	0	0	0	0	0	0	0	11691	15485	6808	0	12	0.0	1.0
	3975296	3974511		-	hsaE	Rv3536c	-	1	1	0	12965	13636	0	0	11	0	1	1	8528	51070	10744	0	29	0.08637952958230254	0.45550638791104237
	3975369	3977060		+	kstD	Rv3537	-	3	2	3	35173	21604	35383	0	18	5	0	1	69257	25205	17712	0	22	0.2620615414031435	1.0
	3977062	3977922		+		Rv3538	-	2	0	1	29900	7014	18664	0	21	2	4	2	34662	114003	22606	1	66	0.006182263297497029	0.08392005042482982
	3978059	3979498		+	PPE63	Rv3539	-	17	17	17	192803	173120	162933	5	122	16	2	14	198693	67545	137659	3	93	0.5476652009054956	1.0
	3980659	3979499		-	ltp2	Rv3540c	-	2	2	8	24565	24579	81808	1	37	2	4	7	25997	106754	65851	1	57	0.09952119853810872	0.48440420104773324
	3981048	3980659		-		Rv3541c	-	0	0	0	8622	0	0	0	7	0	0	0	0	0	8670	0	7	0.4936319052330498	1.0
	3981980	3981045		-		Rv3542c	-	2	3	1	28598	35858	17139	1	29	1	0	3	21458	0	30585	0	18	0.9907769152254216	1.0
	3983140	3981977		-	fadE29	Rv3543c	-	1	9	2	12096	93153	21398	1	36	5	3	7	66987	98352	69255	1	67	0.041481472449396956	0.31462890675841193
	3984144	3983125		-	fadE28	Rv3544c	-	0	0	0	0	9652	0	0	3	0	0	0	0	0	0	0	0	0.0	1.0
	3985445	3984144		-	cyp125	Rv3545c	-	2	1	3	29032	13524	34910	0	19	1	0	3	18225	0	28776	0	12	0.7943159884727888	1.0
	3985557	3986732		+	fadA5	Rv3546	-	3	1	0	35049	11616	4679	0	14	2	1	1	28610	29983	11063	0	19	0.3209999174600863	1.0
3986844	3986844	3987299	3987299	+	ddn	Rv3547	-	7	17	13	81885	169865	131125	12	279	10	3	26	125859	81219	249361	12	333	0.08453723139099605	0.45533009804613095
	3988296	3987382		-		Rv3548c	-	9	7	2	104094	78843	23554	3	75	8	2	4	101306	61120	45265	2	75	0.23214796622805772	0.6799688104161049
	3989098	3988319		-		Rv3549c	-	2	2	1	28163	28451	12565	1	29	5	1	9	66712	34761	84361	2	79	0.012363441866874054	0.14116025514492103
	3989153	3989896		+	echA20	Rv3550	-	0	0	0	0	0	0	0	0	1	1	0	12585	32289	0	0	20	0.0	1.0
