Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Raw Counts Cond_0.1 Replicate 1	Raw Counts Cond_0.1 Replicate 2	Raw Counts Cond_0.1 Replicate 3	Normalized Counts Cond_0.1 Replicate 1	Normalized Counts Cond_0.1 Replicate 2	Normalized Counts Cond_0.1 Replicate 3	RPKM Cond_0.1	Expression Cond_0.1	Raw Counts Cond_6 Replicate 1	Raw Counts Cond_6 Replicate 2	Normalized Counts Cond_6 Replicate 1	Normalized Counts Cond_6 Replicate 2	RPKM Cond_6	Expression Cond_6	pValue Cond_0.1 vs Cond_6	qValue Cond_0.1 vs Cond_6
4038541			4038695	+	-	predicted RNA	antisense: clpC1	117	22	131	1390440	595551	1228670	242	6913	78	22	1458195	595551	155	6624	0.49806311791893126	1.0
4039168			4039282	+	-	predicted RNA	antisense: clpC1	72	21	96	860453	571004	900000	228	6757	52	21	973340	571004	151	6714	0.4841602241029709	1.0
4040518			4040734	+	-	predicted RNA	antisense: clpC1	211	35	317	2499037	942668	2951489	359	9820	160	35	2965041	942668	214	9003	0.49669256631657643	1.0
	4041319	4040981		-	lsr2	Rv3597c	-	1	0	0	21251	0	0	0	20	0	0	0	0	0	0	0.0	1.0
	4042940	4041423		-	lysS	Rv3598c	-	3	1	2	36863	28336	26755	0	20	0	1	0	28336	0	9	0.6533431972234198	1.0
	4043859	4043041		-		Rv3600c	-	1	2	2	21664	55189	20744	1	39	4	2	90352	55189	2	88	0.6038996894037788	1.0
	4044281	4043862		-	panD	Rv3601c	-	0	0	0	2200	0	0	0	1	0	0	0	0	0	0	2.454907268283538E-10	1.0
	4045210	4044281		-	panC	Rv3602c	-	1	1	0	16712	30477	0	0	16	0	1	0	30477	0	16	0.4828524880038937	1.0
	4046118	4045207		-		Rv3603c	-	0	7	0	9491	184184	7340	1	73	0	7	11410	184184	1	107	0.5405935325906902	1.0
	4047496	4046303		-		Rv3604c	-	3	1	1	42022	39209	9787	0	25	0	1	0	39209	0	16	0.5955553533244273	1.0
	4048181	4047705		-		Rv3605c	-	0	0	2	7359	7248	18670	0	23	0	0	0	7248	0	7	0.6666924363333612	1.0
	4048747	4048181		-	folK	Rv3606c	-	6	1	8	82187	49752	75851	4	122	1	1	27697	49752	1	68	0.6126825000258497	1.0
	4049145	4048744		-	folB	Rv3607c	-	1	3	3	21182	97034	28723	2	121	2	3	54253	97034	3	188	0.5593590981408251	1.0
	4049980	4049138		-	folP1	Rv3608c	-	2	7	1	30880	208072	13085	1	99	1	7	26970	208072	2	139	0.5261075009381289	1.0
	4050585	4049977		-	folE	Rv3609c	-	0	1	0	0	31301	5638	0	20	0	1	0	31301	0	25	0.5384774241431922	1.0
	4052883	4050601		-	ftsH	Rv3610c	-	3	3	8	40096	86655	77287	0	29	1	3	21784	86655	0	23	0.5544953246194311	1.0
	4053847	4053518		-		Rv3612c	-	1	0	2	16093	0	23670	1	40	1	0	23547	0	0	35	0.46742315660141603	1.0
	4054042	4053881		-		Rv3613c	-	0	0	0	0	0	7819	0	16	0	0	0	0	0	0	0.0	1.0
4053928			4056421	+	-	predicted RNA	antisense: espA Rv3613c espD espC	4249	1289	4150	50269257	33777594	38636914	533	16397	2579	1289	47638070	33777594	362	16322	0.4892758641216856	1.0
	4054696	4054142		-	espD	Rv3614c	-	0	0	2	0	14168	21968	0	21	1	0	33091	14168	0	42	0.6142694816477124	1.0
	4055123	4054812		-	espC	Rv3615c	-	1	0	2	23452	0	24255	2	50	0	0	0	0	0	0	0.0	0.0
	4056375	4055197		-	espA	Rv3616c	-	7	1	10	88101	49423	94414	2	65	4	1	75207	49423	1	52	0.4458510736113484	1.0
	4057733	4058701		+	ephA	Rv3617	-	3	1	0	46079	44645	0	0	31	1	1	24066	44645	0	35	0.5103178755924771	1.0
	4058698	4059885		+		Rv3618	-	4	4	13	56327	107907	129468	2	82	5	4	92842	107907	1	84	0.4817437465975359	1.0
	4060268	4059984		-	esxV	Rv3619c	-	6	1	10	75653	28006	95691	8	233	2	1	50518	28006	3	137	0.6040847207996478	1.0
	4060591	4060295		-	esxW	Rv3620c	-	2	0	2	34112	0	26276	2	67	0	0	0	0	0	0	0.0	0.0
	4061889	4060648		-	PPE65	Rv3621c	-	1	2	5	13480	55354	50957	0	32	0	2	0	55354	0	22	0.5810609750852218	1.0
	4062198	4061899		-	PE32	Rv3622c	-	0	0	0	0	9390	2872	0	13	0	0	0	9390	0	15	0.5307183830321731	1.0
	4062527	4063249		+	lpqG	Rv3623	-	11	4	13	130261	115156	128085	5	172	2	4	46161	115156	2	111	0.5773938102524436	1.0
	4063904	4063254		-	hpt	Rv3624c	-	9	1	8	106808	43986	78670	4	117	0	1	14626	43986	0	45	0.66520742439704	1.0
	4064872	4063901		-	mesJ	Rv3625c	-	0	4	2	8872	129159	26276	1	56	0	4	13589	129159	1	73	0.5314609407267165	1.0
	4065903	4064851		-		Rv3626c	-	0	2	3	9972	58813	30000	0	31	0	2	0	58813	0	27	0.4646412161807981	1.0
	4067285	4065900		-		Rv3627c	-	4	2	4	47592	71499	41010	1	38	0	2	13070	71499	0	30	0.5539005285666844	1.0
	4067423	4067911		+	ppa	Rv3628	-	3	1	9	43672	45799	84414	4	118	5	1	92842	45799	3	141	0.5166776022398069	1.0
	4069054	4067957		-		Rv3629c	-	8	5	4	103438	155848	42446	2	91	1	5	34647	155848	1	86	0.47038245931879563	1.0
	4069175	4070470		+		Rv3630	-	2	2	7	27854	60296	68244	1	40	6	2	118049	60296	1	68	0.571869125515735	1.0
	4070514	4071239		+		Rv3631	-	2	1	5	27647	28006	46914	1	47	1	1	22510	28006	0	34	0.5711073515240995	1.0
	4071236	4071580		+		Rv3632	-	0	1	0	5158	39703	0	0	43	0	1	0	39703	0	57	0.5442811862369528	1.0
	4071791	4072666		+		Rv3633	-	2	0	4	30605	12355	38510	1	31	0	0	0	12355	0	7	0.45382055122847414	1.0
4073611	4073611	4072667		-	galE1	Rv3634c	-	49	17	48	589408	458319	455265	16	530	40	17	739211	458319	14	633	0.5313879591045413	1.0
	4073634	4075409		+		Rv3635	-	5	4	2	65337	114003	21329	0	37	0	4	1763	114003	0	32	0.4598084248850243	1.0
	4076984	4077730		+		Rv3638	-	3	2	0	35625	68039	6329	1	49	2	2	40248	68039	1	72	0.5524293513791131	1.0
	4078450	4077884		-		Rv3639c	-	1	0	3	15818	0	36755	1	30	0	0	11618	0	0	10	0.679863889159255	1.0
	4079749	4078520		-		Rv3640c	-	2	0	1	27441	0	14414	0	11	0	0	0	0	0	0	0.0	1.0
	4080560	4079925		-	fic	Rv3641c	-	2	0	2	28817	0	23882	1	27	0	0	12448	0	0	9	0.6765964375334459	1.0
	4080765	4080571		-		Rv3642c	-	0	0	0	3026	14991	1702	0	33	0	0	0	14991	0	38	0.5261387577551712	1.0
	4081160	4081351		+		Rv3643	-	2	0	2	26134	0	25425	3	89	0	0	9854	0	0	25	0.7980558806583083	1.0
4081437			4081365	-	thrU	Rvnt39	-	0	0	0	0	23887	0	1	109	0	0	16908	23887	5	279	0.6604796205686609	1.0
	4082721	4081516		-		Rv3644c	-	1	1	1	19601	29324	14787	0	17	0	1	3112	29324	0	13	0.5650053494221177	1.0
	4082807	4084456		+		Rv3645	-	35	6	27	424209	157495	253244	5	168	12	6	228215	157495	2	116	0.549794428952583	1.0
	4087257	4084453		-	topA	Rv3646c	-	10	6	12	118294	162108	120531	1	47	6	6	126556	162108	1	51	0.5000296285990613	1.0
	4088188	4087610		-		Rv3647c	-	1	0	0	18844	0	0	0	10	0	0	0	0	0	0	0.0	1.0
4088322			4088694	+	-	predicted RNA	antisense: cspA	1081	283	1654	12791678	7438385	15405425	1117	31845	667	283	12331846	7438385	597	26501	0.5148321976080898	1.0
	4088531	4088328		-	cspA	Rv3648c	-	0	0	0	5158	0	8936	0	23	0	0	8713	0	0	21	0.5110490346072777	1.0
	4088781	4091096		+		Rv3649	-	1	0	4	14786	23393	41755	0	11	1	0	32987	23393	0	12	0.49727782848318286	1.0
	4091233	4091517		+	PE33	Rv3650	-	2	0	0	30055	0	0	1	35	0	0	0	0	0	0	0.0	0.0
	4091841	4092878		+		Rv3651	-	0	0	1	4470	0	12074	0	5	1	0	22510	0	0	10	0.6328915387047095	1.0
	4093632	4093946		+	PE_PGRS60	Rv3652	-	2	1	0	27647	32125	0	1	63	0	1	0	32125	0	50	0.44578075167824144	1.0
	4093940	4094527		+	PE_PGRS61	Rv3653	-	1	0	0	17193	0	744	0	10	0	0	0	0	0	0	0.0	1.0
	4094983	4094660		-		Rv3654c	-	0	0	0	0	0	8882	0	9	0	0	12448	0	0	19	0.639708822305325	1.0
	4095300	4094923		-		Rv3655c	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0
	4095530	4095324		-		Rv3656c	-	0	0	0	2751	0	0	0	4	0	0	9336	0	0	22	0.043634671558766984	1.0
	4096115	4095540		-		Rv3657c	-	0	0	0	0	8566	3510	0	6	0	0	6327	8566	0	12	0.6167276978525361	1.0
	4096939	4096139		-		Rv3658c	-	3	1	1	35488	35914	16276	1	36	0	1	0	35914	0	22	0.6049296886412561	1.0
	4097994	4096936		-		Rv3659c	-	0	5	0	11554	142668	6010	0	50	1	5	19605	142668	1	76	0.555766404308167	1.0
	4099148	4098096		-		Rv3660c	-	2	0	1	27372	0	10372	0	11	0	0	0	0	0	0	0.0	1.0
4099345			4099440	+	-	predicted RNA	antisense: B11	39	3	81	464993	103130	754893	179	4593	28	3	519087	103130	79	3240	0.5337110474814042	1.0
4099478			4099386	-	B11	RVnc0004	-	0	0	0	0	0	0	0	0	0	0	8195	0	1	44	0.0	0.0
	4099647	4100510		+		Rv3661	-	0	0	2	10591	11367	22659	0	17	0	0	16390	11367	0	16	0.4756570513900883	1.0
4100669			4100968	+	MTS2823	RVnc0036a	-	17	39	40	206327	1046952	373138	43	1807	31	39	589004	1046952	54	2726	0.5677307923476558	1.0
	4102035	4101265	4100692	-		Rv3662c	-	194	63	180	2296905	1672817	1681861	78	2443	113	63	2092634	1672817	53	2441	0.4850906719323222	1.0
	4103678	4102032		-	dppD	Rv3663c	-	18	3	20	217331	94233	193776	3	102	11	3	212033	94233	2	92	0.5237340017562319	1.0
	4104475	4103675		-	dppC	Rv3664c	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0
	4105457	4104531		-	dppB	Rv3665c	-	0	0	0	8734	0	2606	0	4	0	0	0	0	0	0	2.772664086014302E-241	1.0
	4107084	4105459		-	dppA	Rv3666c	-	15	4	26	180605	117957	245212	3	111	2	4	49170	117957	0	51	0.6111166564438929	1.0
	4107792	4109747		+	acs	Rv3667	-	13	4	23	160935	116474	219361	2	84	8	4	161825	116474	1	71	0.5338468414698707	1.0
	4110481	4109783		-		Rv3668c	-	16	0	10	198555	20922	95691	5	150	5	0	95331	20922	2	83	0.6091514367069327	1.0
	4110827	4111345		+		Rv3669	-	0	0	0	0	0	7074	0	4	1	0	19294	0	0	18	0.9399326973545808	1.0
	4111346	4112329		+	ephE	Rv3670	-	4	1	15	55089	38385	148031	3	81	6	1	112136	38385	1	76	0.46950351619049013	1.0
	4113515	4112322		-		Rv3671c	-	0	1	6	5570	38550	63138	1	29	0	1	15767	38550	0	22	0.565457436582401	1.0
	4114342	4113521		-		Rv3672c	-	0	0	0	5570	823	425	0	2	0	0	17219	823	0	10	0.947103375617959	1.0
	4115157	4114474		-		Rv3673c	-	0	0	0	2751	25864	0	0	13	0	0	12759	25864	0	28	0.6246435657509886	1.0
	4115894	4115157		-	nth	Rv3674c	-	4	0	5	51856	15650	47659	1	52	3	0	63174	15650	1	53	0.4914160847327743	1.0
	4116002	4116379		+		Rv3675	-	5	1	5	62654	41021	49468	4	135	1	1	26141	41021	1	88	0.586072339188282	1.0
	4116478	4117152		+	crp	Rv3676	-	3	0	17	43122	10543	158989	4	105	4	0	80601	10543	1	67	0.5920490739486028	1.0
	4118052	4117258		-		Rv3677c	-	4	1	3	56602	38056	29787	1	52	0	1	16908	38056	0	34	0.588279778454606	1.0
	4118514	4118059		-		Rv3678c	-	1	1	1	18844	31136	9308	1	43	0	1	1244	31136	0	35	0.44886394397347656	1.0
4118691	4118691	4118530		-		Rv3678A	-	7	1	9	84662	38550	91489	15	441	1	1	23132	38550	3	190	0.6505224019949166	1.0
	4118776	4119798		+		Rv3679	-	0	0	4	8803	8237	40319	0	18	0	0	0	8237	0	4	0.09849386649516749	1.0
4119492			4119307	-	-	predicted RNA	antisense: Rv3679	141	78	178	1670495	2064250	1662553	292	9672	131	78	2436825	2064250	263	12099	0.5370853368539945	1.0
	4119795	4120955		+		Rv3680	-	9	2	13	116918	56177	123404	3	85	2	2	38485	56177	0	40	0.6323821182387038	1.0
	4121554	4121198		-	whiB4	Rv3681c	-	3	0	11	35694	17462	107021	5	149	1	0	25622	17462	1	60	0.6641793640716729	1.0
	4121916	4124348		+	ponA2	Rv3682	-	6	6	9	72764	161120	86010	1	43	4	6	87863	161120	1	51	0.501232386853552	1.0
	4124417	4125376		+		Rv3683	-	2	0	3	27166	0	35000	0	21	4	0	84647	0	1	44	0.6067198133361041	1.0
	4125439	4126479		+		Rv3684	-	17	8	19	203163	209884	181436	5	190	19	8	368257	209884	6	277	0.5219192288254129	1.0
4126541			4126614	+	proY	Rvnt40	-	0	0	2	0	0	24893	5	112	0	0	0	0	0	0	0.0	0.0
	4128725	4127295		-	cyp137	Rv3685c	-	4	3	1	57015	82042	17287	0	36	0	3	933	82042	0	28	0.5528101466755152	1.0
	4129083	4128751		-		Rv3686c	-	0	0	0	6258	0	0	0	6	0	0	0	0	0	0	0.0	1.0
	4129691	4129323		-	rsfB	Rv3687c	-	0	1	1	0	40527	14521	1	49	0	1	0	40527	0	54	0.5076858328191628	1.0
	4130357	4129893		-		Rv3688c	-	0	0	2	7840	17792	22659	1	34	0	0	10062	17792	0	29	0.4603467820730354	1.0
	4130357	4131712		+		Rv3689	-	8	5	11	100000	140856	107021	2	85	8	5	151037	140856	2	107	0.5147614075738386	1.0
	4131739	4132392		+		Rv3690	-	1	0	0	14718	25041	7127	0	23	0	0	0	25041	0	19	0.5544616942266544	1.0
	4132518	4133519		+		Rv3691	-	5	1	7	62998	29159	71010	1	54	10	1	185580	29159	2	107	0.5863198614805345	1.0
	4133516	4134592		+	moxR2	Rv3692	-	0	1	5	0	31136	49468	0	24	2	1	41078	31136	0	33	0.540427471072462	1.0
	4134726	4136048		+		Rv3693	-	22	4	20	261416	120428	193297	4	144	9	4	182261	120428	2	114	0.5396626620811625	1.0
	4137114	4136122		-		Rv3694c	-	9	1	8	106740	32289	75691	2	72	4	1	90041	32289	1	61	0.45632631789811806	1.0
	4137206	4138138		+		Rv3695	-	3	3	5	44016	78583	47712	1	60	0	3	13485	78583	0	49	0.5497208109605707	1.0
	4139755	4138202		-	glpK	Rv3696c	-	12	3	19	146011	103459	185053	3	93	4	3	88485	103459	1	61	0.5710681273492779	1.0
	4140242	4139805		-	vapC48	Rv3697c	-	14	0	20	173796	19275	187074	11	289	7	0	146576	19275	4	189	0.5749295024077861	1.0
	4140463	4140239		-	vapB48	Rv3697A	-	4	0	6	56327	0	56542	6	167	1	0	29253	0	1	65	0.676878460256369	1.0
	4140493	4142022		+		Rv3698	-	2	1	6	31499	32948	63723	0	27	1	1	27385	32948	0	19	0.5761495397361811	1.0
	4142044	4142745		+		Rv3699	-	6	3	11	77716	83031	106329	4	126	2	3	52178	83031	1	96	0.5658571698892305	1.0
	4143920	4142748		-	egtE	Rv3700c	-	5	4	11	64099	128336	104574	2	84	7	4	142531	128336	2	115	0.518501306876111	1.0
	4144916	4143951		-	egtD	Rv3701c	-	0	0	3	0	0	29468	0	10	1	0	33817	0	0	17	0.5975545500229626	1.0
	4145614	4144913		-	egtC	Rv3702c	-	0	0	1	9559	0	10904	0	9	1	0	29979	0	0	21	0.6433655413528083	1.0
	4146891	4145614		-	etgB	Rv3703c	-	0	0	0	5158	18945	0	0	6	1	0	27593	18945	0	18	0.6733517485194306	1.0
	4148186	4146888		-	gshA	Rv3704c	-	2	1	3	26616	39703	34468	0	25	0	1	10165	39703	0	19	0.5708393595983514	1.0
	4148962	4148318		-		Rv3705c	-	0	0	1	0	0	13031	0	6	0	0	0	0	0	0	0.0	1.0
	4149480	4149091		-		Rv3705A	-	0	1	0	0	29489	5265	0	29	0	1	0	29489	0	37	0.5392821433235129	1.0
	4149911	4149591		-		Rv3706c	-	0	0	1	11416	0	11968	0	24	0	0	6224	0	0	9	0.6454948240195096	1.0
	4151040	4150030		-		Rv3707c	-	2	1	2	25034	30313	21063	0	25	4	1	80705	30313	1	54	0.6091474607581785	1.0
	4152217	4151180		-	asd	Rv3708c	-	4	1	2	48899	51729	22606	1	39	1	1	30082	51729	0	39	0.4859720710782559	1.0
	4153483	4152218		-	ask	Rv3709c	-	7	3	12	89270	79571	113244	2	74	3	3	72717	79571	1	60	0.4454666358442318	1.0
	4153740	4155674		+	leuA	Rv3710	-	8	3	11	96767	96046	108776	1	51	1	3	23651	96046	0	30	0.6002491329964932	1.0
	4156729	4155740		-	dnaQ	Rv3711c	-	13	1	15	154195	41021	145744	4	114	16	1	297925	41021	4	171	0.5272216406793596	1.0
	4156981	4158222		+		Rv3712	-	0	0	0	6121	2635	9202	0	4	1	0	19398	2635	0	8	0.6156721029810838	1.0
	4158227	4158922		+	cobQ2	Rv3713	-	3	1	3	37070	34761	31968	1	49	1	1	26244	34761	0	43	0.4623678167821432	1.0
	4159821	4158931		-		Rv3714c	-	4	0	8	50068	14827	75957	2	52	1	0	31639	14827	0	26	0.6368281115932787	1.0
	4160500	4159889		-	recR	Rv3715c	-	0	0	2	0	0	27819	0	15	0	0	10892	0	0	8	0.5998648616077302	1.0
	4160913	4160512		-		Rv3716c	-	0	1	2	0	27512	27127	1	45	0	1	0	27512	0	34	0.5665565173220928	1.0
	4161048	4161773		+		Rv3717	-	10	1	6	125171	30971	56382	3	97	6	1	119294	30971	2	103	0.4916676160591697	1.0
	4162258	4161815		-		Rv3718c	-	3	0	3	38170	0	28404	1	49	0	0	0	0	0	0	0.0	0.0
	4162306	4163718		+		Rv3719	-	26	6	32	316987	181383	297872	6	187	9	6	183817	181383	2	129	0.552028664717374	1.0
	4163736	4164998		+		Rv3720	-	3	3	5	39133	85996	48670	1	45	3	3	65041	85996	1	59	0.5313316957657425	1.0
	4166731	4164995		-	dnaZX	Rv3721c	-	20	8	21	240440	223393	195744	3	126	4	8	76556	223393	1	86	0.5516329822443362	1.0
	4168128	4166821		-		Rv3722c	-	5	2	3	66987	54695	34627	1	39	8	2	152074	54695	1	79	0.5880668265368781	1.0
4168281			4168154	-	C8	RVnc0006	-	0	0	0	0	988	0	0	2	0	0	4564	988	0	21	1.7693294880818675E-5	8.939326604070768E-4
4168345			4168430	+	serV	Rvnt41	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0
	4168536	4169300		+		Rv3723	-	1	1	1	16024	28171	10904	0	24	2	1	54979	28171	1	54	0.622412340850077	1.0
	4170214	4171143		+		Rv3725	-	5	2	11	65680	67545	107659	2	86	4	2	78112	67545	1	78	0.46452954821758646	1.0
	4171421	4172614		+		Rv3726	-	3	0	5	38101	0	49308	0	24	3	0	60995	0	0	25	0.49482954341675534	1.0
	4172955	4174763		+		Rv3727	-	31	13	59	367950	366556	557021	7	237	29	13	549066	366556	5	253	0.47980836084991874	1.0
	4174873	4178070		+		Rv3728	-	6	1	6	82668	39703	60425	0	19	3	1	55809	39703	0	14	0.5560308199072582	1.0
	4178285	4180615		+		Rv3729	-	23	6	25	281430	162273	239946	3	97	12	6	232365	162273	1	84	0.5306627196764865	1.0
	4181720	4180680		-		Rv3730c	-	18	6	23	221320	164909	222978	6	195	12	6	232261	164909	4	190	0.47975002826575924	1.0
	4181758	4182834		+	ligC	Rv3731	-	1	0	1	17331	4118	11648	0	10	4	0	77178	4118	0	37	0.8338255772137735	1.0
	4182934	4183992		+		Rv3732	-	26	3	29	311416	96046	276968	7	215	13	3	253838	96046	3	165	0.5443667439323064	1.0
	4184512	4184012		-		Rv3733c	-	3	2	4	39546	62767	46223	2	98	2	2	52178	62767	2	114	0.5142785125751026	1.0
	4185890	4184526		-	tgs2	Rv3734c	-	5	0	9	62517	2471	85904	1	36	3	0	67842	2471	0	25	0.5754476999608167	1.0
	4186089	4186577		+		Rv3735	-	0	0	3	0	0	31808	0	21	0	0	0	0	0	0	0.0	1.0
	4186634	4187695		+		Rv3736	-	8	1	8	106327	41186	82074	2	72	4	1	86307	41186	1	60	0.4505868068014033	1.0
	4187699	4189288		+		Rv3737	-	2	8	6	25309	226853	60638	1	65	1	8	34543	226853	1	82	0.5093539377895513	1.0
	4190232	4189285		-	PPE66	Rv3738c	-	11	9	24	135694	240362	226861	6	211	8	9	165975	240362	4	214	0.48323861524172157	1.0
	4190517	4190284		-	PPE67	Rv3739c	-	5	0	2	59972	4283	22287	4	123	1	0	30290	4283	1	73	0.6095266805143579	1.0
	4192179	4190833		-		Rv3740c	-	23	10	32	273796	264744	301329	6	207	16	10	309439	264744	4	213	0.5007725230433671	1.0
	4192853	4192179		-		Rv3741c	-	8	1	9	98899	48764	87340	4	116	3	1	56950	48764	1	78	0.5831351748510394	1.0
	4193245	4192850		-		Rv3742c	-	11	1	12	132393	33937	112553	8	234	12	1	231639	33937	8	335	0.5242145529467763	1.0
	4195373	4193391		-	ctpJ	Rv3743c	-	13	2	18	163204	70675	170053	2	67	4	2	79460	70675	0	37	0.5985008396821804	1.0
	4195440	4195802		+	nmtR	Rv3744	-	0	0	1	10316	0	14148	0	22	1	0	19709	0	0	27	0.53417598858297	1.0
	4196098	4195886		-		Rv3745c	-	1	1	2	20907	34266	19148	3	116	1	1	19917	34266	2	127	0.503611481837632	1.0
	4196506	4196171		-	PE34	Rv3746c	-	0	0	2	0	0	26010	1	25	0	0	15352	0	0	22	0.5276606021445328	1.0
	4196724	4197107		+		Rv3747	-	2	0	0	34181	0	0	1	29	0	0	0	0	0	0	0.0	0.0
	4197236	4197595		+		Rv3748	-	10	0	6	124621	16639	64255	6	190	0	0	7987	16639	0	34	0.06039968790456573	1.0
	4198137	4197628		-		Rv3749c	-	6	1	7	79298	33443	68776	4	118	2	1	45850	33443	1	77	0.5865010484241227	1.0
	4198597	4198205		-		Rv3750c	-	1	1	0	16574	30971	8457	1	47	2	1	45954	30971	2	97	0.6120112339109766	1.0
4199217			4199131	-	serX	Rvnt42	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0
	4199705	4199247		-		Rv3752c	-	1	0	0	11829	0	0	0	8	0	0	0	0	0	0	0.0	1.0
	4200221	4199721		-		Rv3753c	-	0	0	1	1237	0	14840	0	10	0	0	0	0	0	0	0.0	1.0
	4200421	4201326		+	tyrA	Rv3754	-	3	1	14	36244	28336	131914	2	72	1	1	36514	28336	0	35	0.631969428380842	1.0
	4201888	4201289		-		Rv3755c	-	14	0	17	168431	21087	166223	7	197	2	0	52282	21087	1	61	0.967637940394032	1.0
	4202613	4201894		-	proZ	Rv3756c	-	2	2	1	33837	64250	13670	1	51	3	2	58921	64250	1	85	0.568413280160778	1.0
	4203299	4202610		-	proW	Rv3757c	-	0	1	1	0	29489	12606	0	20	0	1	0	29489	0	21	0.49987932262585955	1.0
	4204417	4203287		-	proV	Rv3758c	-	7	0	6	91884	19769	58723	1	50	0	0	0	19769	0	8	0.051377550928203605	1.0
	4205373	4204426		-	proX	Rv3759c	-	13	0	9	162104	0	87180	3	87	6	0	113485	0	1	59	0.5804849181858585	1.0
	4205538	4205840		+		Rv3760	-	0	0	0	11760	0	7819	0	21	0	0	9336	0	0	15	0.5611717916164736	1.0
	4206917	4205862		-	fadE36	Rv3761c	-	4	4	9	53301	130807	90319	2	86	2	4	52593	130807	1	86	0.47844095543161147	1.0
	4208876	4206996		-		Rv3762c	-	12	2	3	142090	71663	32074	1	43	1	2	27385	71663	0	26	0.6008224497953727	1.0
	4209047	4209526		+	lpqH	Rv3763	-	1	1	2	22077	50082	27819	1	69	2	1	51141	50082	2	105	0.5566232273649107	1.0
	4211009	4209582		-	tcrY	Rv3764c	-	42	23	43	505983	611696	405319	10	355	43	23	799688	611696	10	494	0.5531508073323983	1.0
	4211784	4211080		-	tcrX	Rv3765c	-	2	0	0	25584	0	0	0	12	0	0	0	0	0	0	0.0	1.0
	4212293	4212982		+		Rv3766	-	21	2	21	250343	55189	202765	9	245	7	2	136721	55189	3	139	0.5876174831366819	1.0
	4213940	4212996		-		Rv3767c	-	6	2	14	77716	75453	133563	3	101	6	2	128423	75453	2	107	0.4874134045991058	1.0
	4214070	4214429		+		Rv3768	-	0	0	0	0	0	0	0	0	1	0	34128	0	1	47	1.0	1.0
	4214615	4214887		+		Rv3769	-	0	0	0	0	0	0	0	0	0	0	933	0	0	1	5.690603283643123E-66	1.0
	4215775	4215200		-		Rv3770c	-	2	0	2	31224	0	26595	1	33	0	0	14730	0	0	12	0.6726493948248642	1.0
	4216730	4216404		-		Rv3771c	-	0	2	1	0	57660	13138	1	72	0	2	0	57660	1	88	0.5244644516048403	1.0
4216937			4216865	-	argU	Rvnt43	-	0	0	0	0	12026	0	0	54	0	0	0	12026	1	82	0.5809448976508416	1.0
4217056			4216968	-	serT	Rvnt44	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0
	4217134	4218195		+	hisC2	Rv3772	-	9	3	15	107152	87479	145000	3	106	5	3	103112	87479	1	89	0.5422641361625619	1.0
	4218825	4218241		-		Rv3773c	-	13	0	9	155433	24217	92074	5	154	4	0	90248	24217	2	97	0.5930035519752127	1.0
	4218849	4219673		+	echA21	Rv3774	-	0	0	2	0	0	19361	0	7	1	0	33195	0	0	20	0.6654758534714353	1.0
	4219685	4220932		+	lipE	Rv3775	-	7	4	4	86038	109225	43085	1	63	3	4	67219	109225	1	70	0.4967934894019468	1.0
	4221089	4222648		+		Rv3776	-	9	3	11	108321	103953	109946	2	68	8	3	155809	103953	1	83	0.5058517875168336	1.0
4222667			4222581	-	serU	Rvnt45	-	1	0	1	20082	8401	13297	5	160	2	0	37240	8401	6	262	0.5828735114295918	1.0
	4222694	4223680		+		Rv3777	-	20	2	17	241678	68369	161542	5	159	8	2	164730	68369	2	118	0.5522229948030015	1.0
	4224895	4223699		-		Rv3778c	-	4	0	1	51100	0	16276	0	18	2	0	48755	0	0	20	0.50231609486561	1.0
	4224985	4226985		+		Rv3779	-	7	2	10	82874	70840	94734	1	41	3	2	56327	70840	0	31	0.562674944987698	1.0
	4226989	4227525		+		Rv3780	-	3	2	2	39821	65568	20000	2	77	4	2	82676	65568	3	138	0.577326860957606	1.0
	4227529	4228350		+	rfbE	Rv3781	-	0	0	1	0	25205	15691	0	16	0	0	9543	25205	0	21	0.5387302657133812	1.0
	4228347	4229261		+	glfT1	Rv3782	-	1	1	1	20701	50906	14042	0	31	1	1	32780	50906	0	45	0.5540170736409648	1.0
	4229258	4230100		+	rfbD	Rv3783	-	2	4	9	27303	104777	85531	2	86	7	4	142946	104777	3	146	0.5536692954749303	1.0
	4230256	4231236		+		Rv3784	-	8	0	14	100825	0	135106	3	80	6	0	114730	0	1	58	0.5699608433898723	1.0
	4231320	4232393		+		Rv3785	-	7	1	11	90784	47281	104734	2	75	3	1	60373	47281	1	50	0.5850868199039315	1.0
	4233597	4232374		-		Rv3786c	-	13	3	15	154745	84349	139893	3	103	6	3	116078	84349	1	81	0.5461188913561685	1.0
	4234536	4233610		-		Rv3787c	-	5	0	1	61554	0	12287	0	26	1	0	22302	0	0	12	0.656368827327615	1.0
	4234780	4235265		+		Rv3788	-	0	1	2	481	33443	20957	0	37	0	1	0	33443	0	34	0.4706595816573753	1.0
