Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Raw Counts Cond_50 Replicate 1	Raw Counts Cond_50 Replicate 2	Raw Counts Cond_50 Replicate 3	Normalized Counts Cond_50 Replicate 1	Normalized Counts Cond_50 Replicate 2	Normalized Counts Cond_50 Replicate 3	RPKM Cond_50	Expression Cond_50	Raw Counts Cond_6 Replicate 1	Raw Counts Cond_6 Replicate 2	Normalized Counts Cond_6 Replicate 1	Normalized Counts Cond_6 Replicate 2	RPKM Cond_6	Expression Cond_6	pValue Cond_50 vs Cond_6	qValue Cond_50 vs Cond_6
	3778568	3780334		+	PE_PGRS51	Rv3367	-	0	2	1	2047	27553	16403	0	8	2	4	43879	117627	0	45	0.001384290475071599	0.017357177991155638
	3780979	3780335		-		Rv3368c	-	3	2	4	44230	20145	46267	2	57	1	4	31016	122240	2	118	0.17162209719572405	0.8368533695236495
	3780978	3781412		+		Rv3369	-	0	2	0	10049	23625	0	1	25	0	0	18049	0	0	20	0.429372110557042	1.0
	3784740	3781501		-	dnaE2	Rv3370c	-	15	9	10	168548	93041	102733	1	37	6	6	112551	168039	0	43	0.288969825847226	1.0
	3784932	3786272		+		Rv3371	-	12	6	16	141377	65488	156414	3	90	4	0	83091	20922	0	38	0.6995760004831179	1.0
	3786314	3787489		+	otsB2	Rv3372	-	15	15	26	175806	154040	253101	7	165	7	9	131950	249423	3	162	0.3035186626145239	1.0
	3787726	3788367		+	echA18	Rv3373	-	0	0	0	0	0	0	0	0	0	0	0	23558	0	18	0.0	1.0
	3788621	3790048		+	amiD	Rv3375	-	5	2	1	63213	21661	16140	0	23	1	1	20435	27018	0	16	0.3706258410899055	1.0
	3790156	3790809		+		Rv3376	-	11	15	20	131885	152413	193270	10	243	5	6	100622	178088	4	213	0.3905199937310794	1.0
	3792353	3790848		-		Rv3377c	-	40	72	62	449379	717115	591272	16	389	29	9	539107	249258	6	261	0.4986077272652756	1.0
	3793248	3792358		-		Rv3378c	-	0	2	0	8312	23400	7360	0	14	0	0	16390	0	0	9	0.38450002034252573	1.0
	3794867	3793257		-	dxs2	Rv3379c	-	0	1	0	10669	17508	0	0	5	1	0	32676	0	0	10	0.5631856097431645	1.0
	3797437	3796448		-		Rv3382c	-	3	6	2	36414	61728	28023	1	42	1	1	25103	46622	0	36	0.3839282819427153	1.0
	3798489	3797437		-	idsB	Rv3383c	-	5	14	3	59925	142087	37223	3	75	2	1	50622	28336	0	37	0.29412191894300105	1.0
	3799635	3799243		-	vapC46	Rv3384c	-	1	4	1	15632	42143	16929	2	63	0	1	1659	39868	0	52	0.40794090493484825	1.0
	3799943	3799635		-	vapB46	Rv3385c	-	0	0	0	0	4938	0	0	5	0	0	15248	0	0	24	0.1816480944316385	0.8652831923243186
	3800092	3800796		+		Rv3386	-	0	0	0	0	0	0	0	0	0	0	14315	0	0	10	0.0	1.0
	3800786	3801463		+		Rv3387	-	1	1	2	19354	12850	24973	1	28	1	0	31327	12520	0	32	0.46662332339605944	1.0
	3801653	3803848		+	PE_PGRS52	Rv3388	-	1	1	0	18672	13299	7308	0	5	0	2	9543	69357	0	17	0.1574017232063728	1.0
	3804791	3803919		-	htdY	Rv3389c	-	1	0	0	13833	6285	7833	0	10	3	2	65145	61120	1	72	2.9806880557981793E-4	0.004127687003852162
	3804865	3805575		+	lpqD	Rv3390	-	7	14	24	81513	147643	233806	9	217	10	0	192323	23393	3	151	0.6451560487445039	1.0
	3805621	3807573		+	acrA1	Rv3391	-	2	8	6	25000	83052	60462	1	28	3	4	64315	118121	0	46	0.2285697184045999	0.9992218658726565
	3808437	3807574		-	cmaA1	Rv3392c	-	2	2	8	30459	27946	82439	2	54	0	0	15145	0	0	8	0.023355855566341746	0.19845674555011938
	3808461	3809387		+	iunH	Rv3393	-	3	3	4	38275	29854	44584	1	40	3	2	61099	78253	1	75	0.3498045141485202	1.0
	3811025	3809442		-		Rv3394c	-	0	0	1	1923	6677	16298	0	5	2	0	38485	20757	0	18	0.16453640296978983	1.0
	3811636	3811022		-		Rv3395c	-	0	1	0	6761	16610	8464	0	17	0	1	0	30313	0	24	0.5281557132025332	1.0
	3811719	3812345		+		Rv3395A	-	9	15	13	101923	155499	131493	9	206	7	0	130290	0	2	103	0.8131253442083514	1.0
	3814078	3812501		-	guaA	Rv3396c	-	0	0	0	0	0	2996	0	0	1	0	29771	0	0	9	1.226181483878723E-13	1.0
	3814998	3814090		-	phyA	Rv3397c	-	0	0	0	0	8641	5993	0	5	0	0	0	0	0	0	0.0	1.0
	3816106	3815027		-	idsA1	Rv3398c	-	1	3	4	17617	30022	38170	1	26	3	2	56120	62932	1	55	0.3620255184039621	1.0
	3816129	3817175		+		Rv3399	-	2	0	0	30024	0	0	0	9	1	2	18672	76441	0	45	0.01744409772526706	0.15546918868791987
	3817239	3818027		+		Rv3400	-	0	0	0	5272	0	0	0	2	0	0	0	0	0	0	0.0	1.0
	3818042	3820402		+		Rv3401	-	5	3	2	63213	37037	25078	0	17	3	1	73755	50741	0	26	0.7921460069567129	1.0
	3821891	3820653		-		Rv3402c	-	6	4	6	75930	48484	62513	2	50	5	0	106950	0	1	43	0.5878261116918514	1.0
	3823863	3822262		-		Rv3403c	-	4	4	2	52605	49046	21030	1	25	3	1	60165	42009	0	31	0.7727485149203074	1.0
	3824584	3823880		-		Rv3404c	-	8	15	10	96091	151851	100368	7	164	4	2	84543	59308	2	102	0.8349755590276638	1.0
	3825268	3824702		-		Rv3405c	-	4	2	5	50744	25869	52471	3	75	0	1	1659	36408	0	33	0.3034213236775543	1.0
	3825330	3826217		+		Rv3406	-	0	2	1	8746	24971	10883	0	16	0	1	0	46457	0	26	0.520486037438183	1.0
	3826252	3826551		+	vapB47	Rv3407	-	0	0	0	2171	5387	0	0	8	2	0	45020	0	1	75	2.4091655200819193E-4	0.003368213519449993
	3826548	3826958		+	vapC47	Rv3408	-	11	13	9	133064	129180	94006	12	288	4	1	75726	36902	3	137	0.6697029484969877	1.0
3828727	3828727	3826991	3826284	-	choD	Rv3409c	-	247	347	321	2747642	3427721	3040904	76	1768	236	108	4375414	2838714	46	2076	0.8402216505546156	1.0
	3829910	3828783		-	guaB3	Rv3410c	-	0	7	1	5272	69640	17245	1	27	0	0	0	0	0	0	0.0	0.0
	3831519	3829930		-	guaB2	Rv3411c	-	3	2	3	33436	28900	36014	0	20	0	3	0	87973	0	27	0.678049266977558	1.0
	3831726	3832136		+		Rv3412	-	12	12	9	142928	123512	90746	12	289	6	4	113796	108237	5	270	0.5627143897418553	1.0
3831899			3831828	-	-	predicted RNA	antisense: Rv3412	30	47	39	337468	470987	372450	237	5467	25	9	468049	246952	113	4965	0.38951058502872205	1.0
	3833045	3832146		-		Rv3413c	-	68	76	91	760732	753086	867350	38	881	29	9	536721	237891	9	430	0.7276321727012093	1.0
	3833676	3833038		-	sigD	Rv3414c	-	2	3	1	23945	31200	14195	1	36	0	0	12655	0	0	9	0.8534349663248932	1.0
	3834521	3833694		-		Rv3415c	-	0	1	0	2543	12626	0	0	6	0	0	0	0	0	0	0.0	1.0
	3834892	3835200		+	whiB3	Rv3416	-	5	4	9	55645	41582	86645	8	198	5	0	108402	17792	5	204	0.8764235115356829	1.0
	3836891	3835272		-	groEL1	Rv3417c	-	0	7	5	6885	73793	52733	1	27	2	2	46265	58484	0	32	0.7595575829798746	1.0
3835339			3835483	+	-	predicted RNA	antisense: groEL1	48	85	111	535111	848092	1056203	246	5607	44	15	814522	416144	97	4243	0.8541684168628304	1.0
3836133			3836301	+	-	predicted RNA	antisense: groEL1	73	105	149	817307	1042648	1411461	283	6452	78	37	1452489	983690	160	7207	0.2994066572997899	1.0
3836979			3837444	+	-	predicted RNA	antisense: groES	478	656	862	5315384	6482940	8161934	624	14277	683	517	12623340	13557166	595	28090	0.7062707731947808	1.0
	3837288	3836986		-	groES	Rv3418c	-	0	0	1	0	0	16508	0	18	0	1	14730	30642	1	74	0.1012614501015707	0.5877462625798028
	3838589	3837555		-	gcp	Rv3419c	-	0	0	1	7878	0	10567	0	5	1	0	30809	25535	0	27	0.051638231645657055	0.3735023168287525
	3839062	3838586		-	rimI	Rv3420c	-	0	2	1	7878	20819	13249	1	29	1	0	24896	0	0	26	0.4386560569962493	1.0
	3839694	3839059		-		Rv3421c	-	0	0	0	0	0	3943	0	2	0	3	0	90115	1	70	7.845724013008956E-82	2.452349162923371E-80
	3840197	3839691		-		Rv3422c	-	0	0	0	0	0	0	0	0	0	2	0	61285	0	60	1.0	1.0
	3841420	3840194		-	alr	Rv3423c	-	1	0	0	19106	8361	0	0	7	0	4	0	112850	0	45	0.0014100812976228503	0.01763004502399312
3842076	3842076	3841714		-		Rv3424c	-	9	20	19	109429	197643	187697	19	454	4	1	90041	28006	3	162	0.47786704351935266	1.0
	3842239	3842769		+	PPE57	Rv3425	-	1	1	1	15756	16947	12986	1	28	2	0	39107	0	0	36	0.4931851837747023	1.0
	3843036	3843734		+	PPE58	Rv3426	-	0	1	1	620	11840	11566	0	11	0	0	3630	0	0	2	0.07435732455233617	1.0
	3844640	3843885		-		Rv3427c	-	6	3	10	73200	32884	96845	3	89	1	1	22095	34266	0	37	0.28485224862155295	1.0
	3845970	3844738		-		Rv3428c	-	1	3	1	20905	34680	16403	0	19	2	0	49170	0	0	19	0.43863398702329137	1.0
3847165	3847165	3847701	3847701	+	PPE59	Rv3429	-	14	25	30	165756	253928	289064	19	439	13	4	256846	111532	7	342	0.4046360048550429	1.0
	3848805	3847642		-		Rv3430c	-	25	47	25	278039	470202	240904	12	283	8	6	161307	170840	3	142	0.9630584673354251	1.0
	3848999	3848844		-		Rv3430a	-	0	0	0	2729	4601	0	0	15	0	0	0	16803	0	53	0.697112675213528	1.0
	3851754	3850372		-	gadB	Rv3432c	-	4	2	2	51923	25757	23028	1	24	5	2	101763	59802	1	58	0.1123270676472836	0.6182933937415258
	3853213	3851792		-		Rv3433c	-	1	0	2	14267	280	19242	0	7	0	2	11825	78088	0	31	0.046569214123178715	0.34598791341770807
	3853928	3853215		-		Rv3434c	-	7	3	5	87655	35409	49053	3	80	0	0	15456	0	0	10	0.004488145470744296	0.04910031144994259
	3854793	3853939		-		Rv3435c	-	1	1	4	14205	14197	42271	1	27	0	0	0	0	0	0	0.0	0.0
	3856889	3855015		-	glmS	Rv3436c	-	1	2	5	20161	25196	48527	0	16	1	2	29253	65238	0	25	0.8800407511568484	1.0
	3856911	3857387		+		Rv3437	-	2	2	1	24007	27497	16771	2	47	2	1	50933	27182	1	81	0.8243333607210138	1.0
	3857397	3858239		+		Rv3438	-	9	11	10	105459	116049	102365	5	128	4	1	80601	32784	1	67	0.6364386920968782	1.0
	3859662	3858259		-		Rv3439c	-	4	9	4	53225	90628	42113	1	44	1	0	35373	21416	0	20	0.29669455501184827	1.0
	3859976	3859665		-		Rv3440c	-	0	1	0	0	10606	0	0	11	0	0	0	0	0	0	0.0	1.0
	3861370	3860024		-	mrsA	Rv3441c	-	0	0	1	8560	0	15509	0	5	3	2	56639	76935	1	49	7.984122647893884E-6	1.294019285451246E-4
	3861950	3861495		-	rpsI	Rv3442c	-	0	0	0	0	5667	0	0	4	0	0	0	0	0	0	0.0	1.0
	3862390	3861947		-	rplM	Rv3443c	-	0	0	0	0	4208	1577	0	4	0	1	0	50741	0	57	1.7996042664157376E-9	3.8228486746773144E-8
	3862926	3862624		-	esxT	Rv3444c	-	0	0	0	8995	0	0	0	9	0	1	0	42998	1	70	0.004366159436943014	0.0479853178217922
	3863264	3862947		-	esxU	Rv3445c	-	0	0	0	0	0	0	0	0	0	0	0	4777	0	7	0.0	1.0
	3864531	3863317		-		Rv3446c	-	0	0	0	7258	3759	0	0	3	0	4	16078	119275	0	55	8.178110768059605E-22	2.209099550680792E-20
	3868238	3864528		-	eccC4	Rv3447c	-	0	7	4	9057	73512	46161	0	11	1	8	34128	228665	0	35	0.01781036818056356	0.15776957724321083
	3868352	3869755		+	eccD4	Rv3448	-	0	0	2	0	0	24079	0	5	1	0	32365	0	0	11	0.5889573801309541	1.0
	3869752	3871119		+	mycP4	Rv3449	-	7	2	7	79714	21380	70715	1	41	3	0	72095	23393	0	34	0.05529542645570313	0.3934516848295234
	3872496	3871084		-	eccB4	Rv3450c	-	0	0	0	1116	6902	6519	0	3	0	0	4979	0	0	1	0.6154150081043663	1.0
	3872617	3873405		+	cut3	Rv3451	-	2	1	3	24627	13075	29232	1	28	1	1	35684	41021	1	48	0.8068327198601077	1.0
	3873452	3874132		+	cut4	Rv3452	-	1	0	0	11786	0	7991	0	9	3	0	69087	0	1	50	0.018179659570066734	0.1600687933171268
	3876822	3876052		-	truA	Rv3455c	-	0	2	0	0	19921	52	0	8	1	0	30082	0	0	19	0.6089946256559244	1.0
	3877432	3876890		-	rplQ	Rv3456c	-	0	1	0	7196	16554	5310	0	17	0	0	0	0	0	0	0.0	1.0
3876964			3877397	+	-	predicted RNA	antisense: rplQ	244	300	263	2718300	2967115	2497213	271	6284	152	46	2810269	1207248	107	4628	0.3558349412703711	1.0
	3878507	3877464		-	rpoA	Rv3457c	-	6	12	11	71960	120370	105573	4	95	8	0	156639	0	1	75	0.9680110761906706	1.0
3877504			3877758	+	-	predicted RNA	antisense: rpoA	108	139	114	1204094	1373512	1084227	206	4786	51	23	946473	624546	68	3080	0.7562707383647431	1.0
	3879264	3878659		-	rpsD	Rv3458c	-	2	2	3	29218	23344	29652	1	45	0	0	0	25700	0	21	0.6790549276798522	1.0
3878813			3878856	+	-	predicted RNA	antisense: rpsD	18	20	16	208250	199887	155047	183	4266	10	7	187033	202965	93	4431	0.2787578576324691	1.0
3879111			3879161	+	-	predicted RNA	antisense: rpsD	22	28	24	247828	284680	235962	217	5022	16	9	312759	247281	120	5490	0.23189265653249375	1.0
	3879692	3879273		-	rpsK	Rv3459c	-	0	0	1	0	7912	11934	0	15	0	1	11825	38056	1	59	0.19384054896278172	0.9033506307360307
	3880070	3879696		-	rpsM	Rv3460c	-	0	0	0	0	4713	2523	0	6	0	0	8402	2635	0	14	0.647836570907687	1.0
3879736			3880793	+	-	predicted RNA	antisense: infA rpsM rpmJ	826	1031	973	9181761	10189674	9217139	389	9007	609	328	11256950	8601647	206	9384	0.4764075699972179	1.0
	3880399	3880286		-	rpmJ	Rv3461c	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0
	3880653	3880432		-	infA	Rv3462c	-	0	0	0	0	0	6046	0	9	0	0	12448	0	0	28	0.6776243386711133	1.0
	3880907	3881764		+		Rv3463	-	3	2	3	38709	23793	28759	1	35	7	1	134543	38714	2	100	0.05941825379063363	0.40948285775052373
	3881837	3882832		+	rmlB	Rv3464	-	0	1	0	8746	13131	6887	0	9	1	3	22614	95222	1	59	0.0012042644465535262	0.015391749947876253
	3882834	3883442		+	rmlC	Rv3465	-	0	0	0	0	0	0	0	0	0	1	0	38220	0	31	0.0	0.0
	3883525	3884193		+		Rv3466	-	18	17	26	205148	175364	251629	13	314	7	7	142427	207907	5	261	0.379105446017813	1.0
	3883964	3884917	3884917	+		Rv3467	-	53	59	101	595595	585746	958990	32	747	36	21	679771	562108	14	650	0.4603441339763883	1.0
	3886069	3884975		-		Rv3468c	-	7	5	4	79838	53759	44111	2	54	1	0	31120	0	0	14	0.9654177744870491	1.0
	3887083	3886073		-	mhpE	Rv3469c	-	3	0	0	43920	0	6519	0	16	1	1	33817	50906	0	41	0.41160388765079436	1.0
	3888802	3887144		-	ilvB2	Rv3470c	-	0	0	0	0	7182	0	0	1	0	1	13174	26688	0	12	7.974903051188171E-4	1.0
	3889341	3888808		-		Rv3471c	-	0	1	1	9615	19584	9621	1	24	2	0	39626	0	0	37	0.5266879328681057	1.0
	3889362	3889868		+		Rv3472	-	0	0	1	8312	6172	9726	0	15	1	0	26763	0	0	26	0.5627540521841993	1.0
	3890733	3889948		-	bpoA	Rv3473c	-	0	2	2	7630	24915	22292	1	23	3	0	62759	0	1	39	0.619008388913818	1.0
3894997			3893981	-	-	predicted RNA	antisense: PPE60 PE31	1504	1512	1390	16702233	14938103	13157833	630	14683	661	253	12212655	6627347	211	9262	0.6066687185165403	1.0
	3894093	3894389		+	PE31	Rv3477	-	0	2	0	0	22166	0	1	24	0	0	11307	0	0	19	0.5639039791542263	1.0
	3894426	3895607		+	PPE60	Rv3478	-	1	3	1	17369	35970	14300	0	19	0	0	0	0	0	0	0.0	1.0
3896155			3895174	-	-	predicted RNA	antisense: PPE60 Rv3479	909	822	791	10102667	8119135	7495162	374	8729	254	125	4707572	3282537	90	4068	0.6713516864863546	1.0
	3895820	3898885		+		Rv3479	-	46	34	33	518796	337037	315825	5	127	11	7	217946	205436	1	69	0.5860195581721802	1.0
3900402	3900402	3898909		-		Rv3480c	-	93	74	82	1035173	736756	783806	24	570	20	18	386410	474958	6	288	0.7918529716577307	1.0
	3901182	3900493		-		Rv3481c	-	2	0	0	28784	6060	4363	0	18	0	0	2593	0	0	1	4.935182145200607E-8	1.0
	3902106	3901324		-		Rv3482c	-	1	0	0	11600	7407	6414	0	10	0	0	13900	0	0	8	0.4430572726170154	1.0
	3902812	3902150		-		Rv3483c	-	3	4	1	39516	47250	18454	2	52	3	0	71887	0	1	54	0.41651071356705616	1.0
	3903078	3904616		+		Rv3484	-	40	61	48	449441	603367	459884	14	327	8	3	161929	97693	1	84	0.029920606332198337	0.24246772835129618
	3905566	3904622		-		Rv3485c	-	9	7	8	110483	78843	83017	4	96	2	1	47821	49093	1	51	0.4243811361953714	1.0
3905772	3905772	3906221		+		Rv3486	-	134	166	135	1498200	1641975	1284121	141	3277	44	13	812551	355189	30	1297	0.6379826722982647	1.0
	3907007	3906174		-	lipF	Rv3487c	-	0	3	0	6699	33838	946	0	16	1	0	26244	24217	0	30	0.5547107064450127	1.0
3906222			3906355	+	-	predicted RNA	antisense: lipF	73	81	68	820471	801795	646056	242	5642	31	11	574792	292092	74	3234	0.5693369372613217	1.0
3906553			3907487	+	-	predicted RNA	antisense: lipF	625	756	588	6949937	7475308	5569295	306	7128	220	64	4073651	1693080	72	3083	0.682319425864509	1.0
	3907667	3907990		+		Rv3488	-	3	1	0	43114	10662	6519	2	62	0	1	0	30313	0	46	0.39976809260730967	1.0
	3908072	3908236		+		Rv3489	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0
3908365			3908115	-	-	predicted RNA	antisense: Rv3489 otsA	157	251	216	1744106	2486083	2047896	362	8337	94	26	1750311	704777	114	4890	0.487935922599287	1.0
	3908236	3909738		+	otsA	Rv3490	-	10	6	5	116066	63973	54311	2	51	1	1	19294	29654	0	16	0.7431501238017252	1.0
3908544			3908468	-	-	predicted RNA	antisense: otsA	33	33	31	368610	333782	299158	186	4335	14	6	267531	174629	64	2871	0.5665773815291167	1.0
	3909890	3910468		+		Rv3491	-	17	12	13	190818	124523	124185	10	253	7	3	144087	90609	4	202	0.5751924079480779	1.0
	3910947	3910465		-		Rv3492c	-	10	14	10	121029	146015	103101	11	255	5	3	107365	94892	4	209	0.7373083551407126	1.0
	3911675	3910947		-		Rv3493c	-	0	8	3	8622	81705	35594	2	57	0	2	16701	54530	0	48	0.38330133046255527	1.0
	3913369	3911675		-	mce4F	Rv3494c	-	1	1	2	20533	16442	21924	0	11	2	0	47821	0	0	14	0.47281750968849934	1.0
	3914534	3913380		-	lprN	Rv3495c	-	13	17	19	154280	177272	185488	6	149	6	2	116078	57825	1	75	0.5992614428638713	1.0
	3915886	3914531		-	mce4D	Rv3496c	-	0	2	3	9491	23232	36172	0	16	0	2	14626	58319	0	26	0.6614787595939978	1.0
	3916956	3915883		-	mce4C	Rv3497c	-	0	0	1	7816	8866	16561	0	10	0	0	16701	0	0	7	0.4191312755638412	1.0
	3917998	3916946		-	mce4B	Rv3498c	-	0	3	2	9615	33726	22450	0	20	3	2	58298	56013	1	54	0.13890444050612935	0.7210508086059574
	3919200	3917998		-	mce4A	Rv3499c	-	1	5	4	20843	56790	38222	1	32	1	1	25000	30148	0	22	0.36706441555034497	1.0
	3920062	3919220		-	yrbE4B	Rv3500c	-	1	2	0	20409	26655	7465	0	21	2	0	50622	11861	0	37	0.6177045723505463	1.0
	3920861	3920097		-	yrbE4A	Rv3501c	-	1	1	0	21277	16947	0	0	16	0	1	10062	30971	0	26	0.5339581953058261	1.0
	3922040	3921087		-		Rv3502c	-	1	0	2	19044	0	18927	0	13	0	0	14937	0	0	7	0.6237414078717142	1.0
	3922256	3922065		-	fdxD	Rv3503c	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0
	3922471	3923673		+	fadE26	Rv3504	-	7	3	12	80397	33950	115247	2	63	2	0	38485	21252	0	24	0.2771376580414179	1.0
	3923698	3924819		+	fadE27	Rv3505	-	2	1	1	22766	14758	9726	0	14	0	2	0	68039	0	30	0.9700147009385996	1.0
	3924890	3926398		+	fadD17	Rv3506	-	1	2	0	13337	26094	0	0	8	4	0	74896	0	0	24	0.3317303344163226	1.0
	3926569	3930714		+	PE_PGRS53	Rv3507	-	4	3	1	49627	32996	14458	0	7	0	0	0	21911	0	2	0.7188787830613108	1.0
	3931005	3936710		+	PE_PGRS54	Rv3508	-	1	0	6	17741	0	59516	0	4	2	2	45331	71169	0	10	0.23831061371036855	1.0
	3938424	3936877		-	ilvX	Rv3509c	-	8	11	9	98697	115544	86330	2	64	4	7	92012	188138	1	90	0.2019057755373809	0.9261422156725144
	3939257	3938421		-		Rv3510c	-	0	0	0	9243	0	8359	0	7	1	0	20228	19769	0	23	0.67306186363158	1.0
	3939617	3941761		+	PE_PGRS55	Rv3511	-	0	0	0	8995	7631	0	0	2	0	4	0	130148	0	30	6.698665316425898E-10	1.4511564071623628E-8
	3943812	3944963		+	PE_PGRS56	Rv3512	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0
	3945748	3945092		-	fadD18	Rv3513c	-	1	0	1	18362	7631	15036	0	20	0	0	17946	0	0	13	0.3892813529420891	1.0
	3945794	3950263		+	PE_PGRS57	Rv3514	-	7	0	8	79404	0	78496	0	11	1	11	35580	314168	0	39	0.004364295359477444	0.0479853178217922
	3952470	3950824		-	fadD19	Rv3515c	-	0	0	2	0	5218	20977	0	5	0	0	14419	18945	0	10	0.5784685986411704	1.0
	3952544	3953335		+	echA19	Rv3516	-	0	1	0	0	16386	7570	0	10	0	0	1659	0	0	1	1.4758750795260948E-8	1.0
	3953431	3954270		+		Rv3517	-	6	6	3	67555	60549	36593	2	65	0	2	15352	77594	1	55	0.45103335368112285	1.0
	3955521	3954325		-	cyp142	Rv3518c	-	1	6	5	11414	61728	47318	1	33	0	0	9439	20263	0	12	0.7144898994397336	1.0
	3955550	3956260		+		Rv3519	-	33	41	41	372394	414085	396792	24	554	21	7	389834	209390	9	421	0.5945624095126938	1.0
	3957368	3956325		-		Rv3520c	-	22	41	45	250682	405611	428128	15	346	20	4	376556	117298	5	236	0.6665365481406432	1.0
	3957521	3958432		+		Rv3521	-	16	30	19	180955	298653	184490	10	242	14	7	258817	191268	5	246	0.27612726966272977	1.0
	3958448	3959512		+	ltp4	Rv3522	-	7	5	7	81761	57295	69558	2	65	1	0	32053	0	0	15	0.13746128938634128	0.7180514767571898
	3959529	3960713		+	ltp3	Rv3523	-	0	2	1	0	28787	17350	0	12	1	0	23962	0	0	10	0.4130905345435839	1.0
	3960755	3961786		+		Rv3524	-	6	10	6	66811	101964	65194	3	75	0	1	11307	36243	0	23	0.8317837091408655	1.0
	3962324	3961800		-		Rv3525c	-	6	4	3	69230	41189	31703	3	90	1	0	20228	17133	0	35	0.7113603028547949	1.0
	3962439	3963599		+	kshA	Rv3526	-	1	0	4	21526	9034	45373	0	21	1	0	19709	0	0	8	0.6991406090878227	1.0
	3963605	3964054		+		Rv3527	-	0	0	3	0	9427	32597	1	31	0	0	0	0	0	0	0.0	0.0
	3965192	3964479		-		Rv3528c	-	3	0	0	36042	8585	8990	1	25	1	0	22199	16144	0	26	0.45941717691610234	1.0
	3967038	3965884		-		Rv3529c	-	0	0	0	6141	7800	8675	0	6	0	0	0	0	0	0	0.0	1.0
	3967820	3967038		-		Rv3530c	-	1	0	0	12096	0	0	0	5	0	1	0	27677	0	17	0.9632906097144008	1.0
	3968944	3967817		-		Rv3531c	-	17	30	32	195161	304152	304574	10	237	7	1	139211	50576	1	84	0.3370640298499049	1.0
	3969343	3970563		+	PPE61	Rv3532	-	2	0	1	26674	8978	11829	0	12	0	3	9336	87973	0	39	0.10374912862109555	0.5937096140374214
	3972453	3970705		-	PPE62	Rv3533c	-	3	1	2	34739	11784	21135	0	12	4	1	78112	26359	0	29	0.3307343653775661	1.0
	3973592	3972552		-	hsaF	Rv3534c	-	0	0	2	0	0	22239	0	7	1	0	28112	0	0	13	0.5848999954128664	1.0
	3974500	3973589		-	hsaG	Rv3535c	-	0	0	0	0	0	0	0	0	0	0	0	15485	0	8	0.0	1.0
	3975296	3974511		-	hsaE	Rv3536c	-	1	1	0	12965	13636	0	0	11	1	1	36721	51070	1	55	0.017025759837020267	0.15267361689918174
	3975369	3977060		+	kstD	Rv3537	-	3	2	3	35173	21604	35383	0	18	3	0	55497	25205	0	23	0.5765164504915163	1.0
	3977062	3977922		+		Rv3538	-	2	0	1	29900	7014	18664	0	21	0	4	0	114003	1	66	0.08462644832030869	0.5230583867933204
	3978059	3979498		+	PPE63	Rv3539	-	17	17	17	192803	173120	162933	5	122	8	2	148029	67545	1	74	0.5306070739234526	1.0
	3980659	3979499		-	ltp2	Rv3540c	-	2	2	8	24565	24579	81808	1	37	0	4	0	106754	0	45	0.812405970320279	1.0
	3981048	3980659		-		Rv3541c	-	0	0	0	8622	0	0	0	7	0	0	0	0	0	0	0.0	1.0
	3981980	3981045		-		Rv3542c	-	2	3	1	28598	35858	17139	1	29	2	0	43257	0	0	23	0.39722115663832536	1.0
	3983140	3981977		-	fadE29	Rv3543c	-	1	9	2	12096	93153	21398	1	36	2	3	54979	98352	1	65	0.25565367837118885	1.0
	3984144	3983125		-	fadE28	Rv3544c	-	0	0	0	0	9652	0	0	3	0	0	0	0	0	0	0.0	1.0
	3985445	3984144		-	cyp125	Rv3545c	-	2	1	3	29032	13524	34910	0	19	0	0	0	0	0	0	0.0	1.0
	3985557	3986732		+	fadA5	Rv3546	-	3	1	0	35049	11616	4679	0	14	2	1	40041	29983	0	29	0.9728186764295634	1.0
	3986844	3987299		+	ddn	Rv3547	-	7	17	13	81885	169865	131125	12	279	3	3	72199	81219	3	168	0.927886874045542	1.0
	3988296	3987382		-		Rv3548c	-	9	7	2	104094	78843	23554	3	75	1	2	31535	61120	1	50	0.3876172242345316	1.0
	3989098	3988319		-		Rv3549c	-	2	2	1	28163	28451	12565	1	29	0	1	3941	34761	0	24	0.4119703801342954	1.0
	3989153	3989896		+	echA20	Rv3550	-	0	0	0	0	0	0	0	0	0	1	0	32289	0	21	0.0	0.0
	3989896	3990774		+		Rv3551	-	0	0	2	0	0	25394	0	9	0	0	0	0	0	0	0.0	1.0
	3990771	3991523		+		Rv3552	-	0	1	0	9863	15375	6940	0	14	0	1	0	46457	0	30	0.617414006986795	1.0
	3991621	3992688		+		Rv3553	-	1	1	4	15818	14870	39852	0	22	0	0	16182	0	0	7	0.7065999234746322	1.0
	3992685	3994742		+	fdxB	Rv3554	-	10	18	21	113647	179910	204100	3	80	4	0	79045	23558	0	24	0.21190466364603155	0.9510715980667017
	3995699	3994830		-		Rv3555c	-	8	11	9	95905	112345	92586	4	115	3	0	62759	20098	1	47	0.3152501674490345	1.0
	3996964	3995804		-	fadA6	Rv3556c	-	8	9	2	94292	92480	24815	2	60	1	0	33817	0	0	14	0.18680329007343663	0.8799259390326789
